UY,UA,B,Y-hat,A,Y
0.007362269751005512,0.6836287294797211,1,1,0.34181436473986054,1
0.7869243775021384,-0.9113114887336718,1,0,-0.4556557443668359,0
0.6648508565920321,1.7314287510323434,0,1,3.462857502064687,1
0.7051653786263351,0.536301432208273,1,0,0.2681507161041365,0
0.7807290310219679,-0.38583877461162164,0,0,-0.7716775492232433,0
0.45891577553833995,-0.668270005305298,0,0,-1.336540010610596,0
0.5687411959528937,0.2567837815138569,0,0,0.5135675630277138,0
0.13979699812765745,-1.6710590848384548,1,1,-0.8355295424192274,1
0.11453007353597344,0.6996732753528626,1,1,0.3498366376764313,1
0.6684029617904717,-0.9535708146940268,0,0,-1.9071416293880536,0
0.4710962061431325,0.37060810882428674,0,1,0.7412162176485735,1
0.5652361064811888,-0.5216203373581595,0,0,-1.043240674716319,0
0.7649988574160256,-0.26441871272470363,1,0,-0.13220935636235182,0
0.6347183200005908,-0.7569098727650648,0,0,-1.5138197455301297,0
0.5535794006579958,-0.16122943118080152,1,0,-0.08061471559040076,0
0.5592071607454135,1.889379546017354,0,1,3.778759092034708,1
0.3039500980626122,1.3850596270486406,0,1,2.770119254097281,1
0.030817834567939406,0.3544789549954567,0,1,0.7089579099909133,1
0.43671738923236236,-0.025294265564952366,0,1,-0.05058853112990473,1
0.2145846728195292,0.844201190692885,1,1,0.4221005953464425,1
0.40852864372463615,1.1299703941075565,0,1,2.259940788215113,1
0.8534030732681661,-0.8298183822075292,0,0,-1.6596367644150585,0
0.23393948586534075,-0.0774388676322022,0,1,-0.1548777352644044,1
0.05830274168906602,-1.8219582295680803,0,1,-3.6439164591361606,1
0.28138389202199654,1.123102110260895,0,1,2.24620422052179,1
0.2935937577666836,2.0650242577008555,0,1,4.130048515401711,1
0.6619165147268951,0.0800826246230855,1,0,0.04004131231154275,0
0.5570321523412783,-2.1250101249030164,1,0,-1.0625050624515082,0
0.7838982091064135,0.6088905165770311,0,0,1.2177810331540622,0
0.6643135403273875,-0.9040891661490803,0,0,-1.8081783322981606,0
0.4063868614400705,-0.66334944166446,1,1,-0.33167472083223,1
0.8140203846660347,0.6265763897910038,0,0,1.2531527795820077,0
0.1669729199077039,0.2545541255127244,0,1,0.5091082510254488,1
0.022712073133860478,-0.4881087753386017,0,1,-0.9762175506772034,1
0.09004786077564175,-0.6496056326016644,0,1,-1.2992112652033287,1
0.7223593505964503,0.12583605522083274,1,0,0.06291802761041637,0
0.4618772302513874,-0.4094655525123675,0,0,-0.818931105024735,0
0.1612717790336018,-1.1092371336030074,1,1,-0.5546185668015037,1
0.5010447751033635,-0.33256318147836006,0,0,-0.6651263629567201,0
0.15231210271316842,0.33959262325518413,0,1,0.6791852465103683,1
0.696320375077736,-0.17810346681963335,1,0,-0.08905173340981667,0
0.4461562755740307,-1.4135085982481852,0,0,-2.8270171964963704,0
0.3810212260964825,0.9890646213755394,1,1,0.4945323106877697,1
0.3015120891478765,-2.7388114369433336,0,0,-5.477622873886667,0
0.6302825931188885,-0.4463651550284352,1,0,-0.2231825775142176,0
0.3618126105533904,-0.6201984545539159,0,1,-1.2403969091078317,0
0.087649919316101,0.14817887787141484,1,1,0.07408943893570742,1
0.11800590212051532,0.5616618078027354,0,1,1.123323615605471,1
0.9618976645495145,1.1267648082610353,1,0,0.5633824041305177,0
0.908580690707607,-0.7124048733521602,0,0,-1.4248097467043204,0
0.6997071338107496,0.5865823373334818,1,0,0.2932911686667409,0
0.2658699614595196,0.1958183878814611,0,1,0.3916367757629222,1
0.9691763773477239,-1.7115393751832233,1,0,-0.8557696875916116,0
0.7787509039657946,1.9005402554341098,0,0,3.8010805108682195,1
0.7168901891589956,-1.4387751272401994,0,0,-2.877550254480399,0
0.44936150214378867,0.41949727230971495,0,1,0.8389945446194299,1
0.272241561845159,0.3899599441977477,0,1,0.7799198883954954,1
0.0963909621534993,0.2756367823290771,0,1,0.5512735646581542,1
0.9026023965438417,-0.4945768821616075,1,0,-0.24728844108080375,0
0.45577628983361107,0.8272526511405023,1,1,0.41362632557025114,1
0.20236336479523032,-1.5603674739430955,0,1,-3.120734947886191,0
0.3059566241506525,-0.06582878867392292,1,1,-0.03291439433696146,1
0.579219568941896,-0.5638746765524585,1,0,-0.28193733827622924,0
0.1767727829392317,-0.6772979420670315,0,1,-1.354595884134063,1
0.8566142840923755,0.42874778745354575,1,0,0.21437389372677287,0
0.7585195298352101,1.0774785427196831,1,0,0.5387392713598416,0
0.7194629559509368,-0.34325576183686607,1,0,-0.17162788091843303,0
0.4320930397751037,0.7806810899257774,0,1,1.561362179851555,1
0.6273088407024432,0.04974066544459848,1,0,0.02487033272229924,0
0.5840979689127356,-0.8927322092380086,0,0,-1.7854644184760171,0
0.64984660155482,-0.25795209324106383,0,0,-0.5159041864821277,0
0.08444432113988909,-0.2994858907916149,0,1,-0.5989717815832298,1
0.41580740217060963,-0.6966599125054466,1,0,-0.3483299562527233,1
0.04161417386189248,0.42848292865583376,1,1,0.21424146432791688,1
0.49399081924451893,0.23464618770475926,1,1,0.11732309385237963,1
0.3298612123327853,-1.590649698269418,1,0,-0.795324849134709,1
0.1445241888660469,-1.6515259952393577,0,1,-3.3030519904787154,1
0.10340296772255164,0.4246844532057544,0,1,0.8493689064115088,1
0.587644572177712,-0.8152864287945346,0,0,-1.6305728575890692,0
0.1705929685368861,0.302041155100324,0,1,0.604082310200648,1
0.9251201183767972,0.7809315781091883,1,0,0.39046578905459417,0
0.581061139700395,-1.2709528374055592,1,0,-0.6354764187027796,0
0.34686980453483707,-1.411537254576185,0,0,-2.82307450915237,0
0.5909154914814168,1.6744316823952952,0,1,3.3488633647905903,1
0.022803871029697498,0.351570782962459,0,1,0.703141565924918,1
0.9585592132414453,-0.41924065667327093,0,0,-0.8384813133465419,0
0.48230343694290023,-0.9339404526462636,1,0,-0.4669702263231318,0
0.7827352272502862,-0.5104408489072796,1,0,-0.2552204244536398,0
0.08272999992243857,-1.1905723361133103,1,1,-0.5952861680566551,1
0.48665833083816035,0.8834121740905903,0,1,1.7668243481811805,1
0.4907069943545209,-0.7767511536063209,0,0,-1.5535023072126417,0
0.9378264549749828,1.093534588216267,0,0,2.187069176432534,0
0.5717280523760754,-0.40062891977001125,1,0,-0.20031445988500562,0
0.4734894010569538,-1.0433501836173147,1,0,-0.5216750918086573,0
0.2669756630918936,-0.4263015880138014,0,1,-0.8526031760276028,1
0.3315689973425522,-2.624166777501417,1,0,-1.3120833887507084,1
0.5206724024715378,-0.12076857667400692,0,0,-0.24153715334801384,0
0.4389114603050467,-0.17011919113015858,1,1,-0.08505959556507929,1
0.021612079880330426,0.8247427465479676,1,1,0.4123713732739838,1
0.8262919241943578,-1.8863049279833795,1,0,-0.9431524639916897,0
0.8961607718397667,1.1618663608635478,1,0,0.5809331804317739,0
0.14024908899861077,0.820599294997656,0,1,1.641198589995312,1
0.5540361435390494,1.2520435636986627,0,1,2.5040871273973253,1
0.10857574113544355,-0.05272137600413741,0,1,-0.10544275200827483,1
0.6722400930398117,1.0138968341027554,0,0,2.027793668205511,1
0.2812337838390083,-1.4712440349069051,1,1,-0.7356220174534526,1
0.6594226346919018,0.713047565204533,1,0,0.3565237826022665,0
0.7269946142868826,-0.7711627620999453,0,0,-1.5423255241998906,0
0.768647491917657,-1.6514018324229363,1,0,-0.8257009162114681,0
0.10774094595589656,-1.1241405181643607,0,1,-2.2482810363287213,1
0.9160118451376079,0.005531138629270573,0,0,0.011062277258541146,0
0.23021399089488082,-0.8242992082176034,0,1,-1.6485984164352068,1
0.03741255617617978,0.37607353169579993,0,1,0.7521470633915999,1
0.5548524693914834,-1.8082375550040173,0,0,-3.6164751100080346,0
0.37092228386243875,-2.1270975436158617,0,0,-4.254195087231723,0
0.8297897431324132,1.372387434143576,0,0,2.744774868287152,0
0.8082514720643018,0.9038001294014344,1,0,0.4519000647007172,0
0.31713889282271535,-1.0492968359138075,0,1,-2.098593671827615,0
0.952899395069745,-0.002999643470539514,0,0,-0.005999286941079028,0
0.2909178381401186,1.0195070602013239,0,1,2.0390141204026477,1
0.5150571292317145,0.41920060829060546,1,1,0.20960030414530273,1
0.25596509056760275,0.1482230961834784,0,1,0.2964461923669568,1
0.9360435700489633,1.095154081312597,1,0,0.5475770406562985,0
0.16460781758201815,-0.7307124752012204,1,1,-0.3653562376006102,1
0.04491061939232899,0.0311784486646287,1,1,0.01558922433231435,1
0.43509706000303794,-0.017848638292391635,1,1,-0.008924319146195818,1
0.992375564055837,-0.27276204767104256,0,0,-0.5455240953420851,0
0.891677266254914,-0.3898055114207521,0,0,-0.7796110228415042,0
0.7486080194569492,0.07286823782849074,0,0,0.14573647565698147,0
0.8907924908785249,0.03440749598552754,1,0,0.01720374799276377,0
0.8934466396978632,-1.0484276425345258,0,0,-2.0968552850690516,0
0.5188583603864491,0.8017959099004475,0,1,1.603591819800895,1
0.315929051830793,-0.9763852077662583,1,1,-0.48819260388312913,1
0.772012432110988,-0.2182334445471739,0,0,-0.4364668890943478,0
0.6616612631677611,-0.2952804727200515,1,0,-0.14764023636002574,0
0.37365772887371007,0.35810361265921586,1,1,0.17905180632960793,1
0.09446666806151527,-2.119103940217333,0,1,-4.238207880434666,1
0.746789611349026,0.8909098149294582,0,0,1.7818196298589164,0
0.2624605159228647,-0.6769903476121641,0,1,-1.3539806952243283,1
0.9368131505337792,1.2199632947770542,1,0,0.6099816473885271,0
0.24097057500568475,-0.4781649245161544,1,1,-0.2390824622580772,1
0.12275793241148603,-0.04884358573401051,1,1,-0.024421792867005254,1
0.8311126721249061,1.9137860400684237,1,0,0.9568930200342118,0
0.15328431662449404,-0.27733820879366844,1,1,-0.13866910439683422,1
0.1792683081577391,1.2388498846734588,0,1,2.4776997693469176,1
0.5993827915208435,0.03904508556456009,0,0,0.07809017112912019,0
0.8745620408374645,0.4154188302934896,1,0,0.2077094151467448,0
0.19643466571457324,0.0699585894113745,0,1,0.139917178822749,1
0.31032367290009477,0.8478516263001241,0,1,1.6957032526002482,1
0.7774048382411776,-0.6855316128530513,1,0,-0.34276580642652565,0
0.9718264260609674,-0.9840485230191854,0,0,-1.9680970460383709,0
0.5007411862023423,-0.6385761903770217,1,0,-0.31928809518851087,0
0.14389750255125078,0.09971037632409105,1,1,0.049855188162045525,1
0.013936287708201545,-0.22081878555032944,0,1,-0.4416375711006589,1
0.22965602999885526,0.7102748764711765,1,1,0.35513743823558824,1
0.13182221778652103,1.30473169982152,0,1,2.60946339964304,1
0.6776586736128575,-0.9758383372350086,0,0,-1.9516766744700171,0
0.12183250462853112,-0.7339487916139326,0,1,-1.4678975832278651,1
0.506329931620633,-1.436239418312854,0,0,-2.872478836625708,0
0.6942624356428865,2.030372990759104,0,1,4.060745981518208,1
0.5811166092209024,0.30466949912182684,0,0,0.6093389982436537,0
0.19977565166005762,0.47980232005157775,0,1,0.9596046401031555,1
0.8041245261822627,-1.3402083850310482,0,0,-2.6804167700620964,0
0.7154071296158017,-0.0011699890068746332,1,0,-0.0005849945034373166,0
0.7389840039155418,0.5092479844130853,1,0,0.25462399220654264,0
0.13105775155731325,-0.252757690534425,0,1,-0.50551538106885,1
0.12375380365034461,1.0757056248263945,0,1,2.151411249652789,1
0.9275625510065076,2.3118311256428297,0,0,4.623662251285659,0
0.39757819382494064,-0.9470628270939518,0,0,-1.8941256541879037,0
0.30094869178093975,-1.0220872459766968,1,1,-0.5110436229883484,1
0.4885840453515333,-0.8777560655285767,1,0,-0.43887803276428833,0
0.6628642127635824,1.6061991600164907,0,1,3.2123983200329813,1
0.9556232570469699,1.0423553170296844,0,0,2.084710634059369,0
0.286446226882055,-0.13552781779364848,0,1,-0.27105563558729695,1
0.9248084293120271,0.03655966440087428,1,0,0.01827983220043714,0
0.024859491386256316,-0.8165436261967214,0,1,-1.6330872523934428,1
0.5551980423268247,0.8900271577431841,1,1,0.44501357887159204,1
0.6339751116810851,-0.3799018241085537,1,0,-0.18995091205427686,0
0.1058974037507533,-0.2600765394549993,0,1,-0.5201530789099986,1
0.14033959706391264,0.6087897715292568,1,1,0.3043948857646284,1
0.41911431931630383,-0.18799493808322118,1,1,-0.09399746904161059,1
0.9662319121431817,-0.2349659934978464,1,0,-0.1174829967489232,0
0.5960425532343728,0.010575205529075074,0,0,0.02115041105815015,0
0.9330232216002112,0.7953554137930766,0,0,1.5907108275861532,0
0.8043609156129707,1.6464930754838332,1,0,0.8232465377419166,0
0.4673816015552915,0.585486232246082,1,1,0.292743116123041,1
0.7847634492521874,0.803314223624267,1,0,0.4016571118121335,0
0.017836783976987736,-0.19985406210112439,1,1,-0.09992703105056219,1
0.10914399676573494,-0.707797863168717,1,1,-0.3538989315843585,1
0.8294286148827363,0.6539862322351151,1,0,0.32699311611755755,0
0.7968170883251617,0.17124082460057136,0,0,0.3424816492011427,0
0.2326407419664337,-1.4226286487497493,1,1,-0.7113143243748746,1
0.5307695905990535,-0.32806962342559803,1,0,-0.16403481171279902,0
0.6060158207000109,-0.08289702348155359,1,0,-0.041448511740776794,0
0.8677389537760112,-0.5104578670284787,1,0,-0.25522893351423936,0
0.6031071573387257,1.4817355945421273,0,1,2.9634711890842547,1
0.4125715692736803,0.47983903690221674,1,1,0.23991951845110837,1
0.3741840434071827,1.3731749178886479,1,1,0.6865874589443239,1
0.4258820863735099,0.26342526165215957,0,1,0.5268505233043191,1
0.6519310255799742,0.08138783642507771,0,0,0.16277567285015543,0
0.8674906317523249,-0.9365978176102492,0,0,-1.8731956352204984,0
0.45389688207629975,0.01192953319656672,0,1,0.02385906639313344,1
0.24783956295135812,0.013053925675440194,0,1,0.02610785135088039,1
0.23666236299758114,-1.3671138840342332,0,1,-2.7342277680684663,0
0.7460142802434464,-0.5395274697703949,1,0,-0.26976373488519745,0
0.8165687634239104,-0.3232825985163624,1,0,-0.1616412992581812,0
0.10527807985412496,0.41347954405572146,1,1,0.20673977202786073,1
0.06655885695517816,0.46135011198570613,1,1,0.23067505599285307,1
0.5944336637564518,-0.5813184819652049,0,0,-1.1626369639304097,0
0.14617324419269828,0.46886960254188487,0,1,0.9377392050837697,1
0.8246641904563413,-0.182078929348517,1,0,-0.0910394646742585,0
0.31033467392407443,-2.8696200248549566,0,0,-5.739240049709913,0
0.14387193297114265,-0.4847020319515423,1,1,-0.24235101597577116,1
0.9209704724874502,1.0789886401423785,1,0,0.5394943200711892,0
0.16553172273527816,-1.6818057566276796,1,1,-0.8409028783138398,1
0.28472008233793555,0.11269120041554022,1,1,0.05634560020777011,1
0.15361339519205863,1.585261214185287,0,1,3.170522428370574,1
0.11549006366535497,-0.7606129530104807,0,1,-1.5212259060209614,1
0.021148016336440034,0.002149080427685861,1,1,0.0010745402138429305,1
0.05539540916426011,-1.3040162572279212,0,1,-2.6080325144558425,1
0.1746414709358527,1.627231141663572,1,1,0.813615570831786,1
0.05338193262717539,-0.08333262699661428,0,1,-0.16666525399322857,1
0.5911438161109712,0.04662684279401815,1,0,0.023313421397009076,0
0.6807145267995064,1.3543004655056223,1,0,0.6771502327528112,0
0.39363045683202824,0.6614783946454811,1,1,0.33073919732274054,1
0.3179910969520494,-0.8756287324967398,0,1,-1.7512574649934796,0
0.5045262370222301,-0.6472779240873159,0,0,-1.2945558481746318,0
0.8750049422346086,0.49493130452329864,1,0,0.24746565226164932,0
0.851131626822206,-0.62412105506294,0,0,-1.24824211012588,0
0.04347506201279194,-2.117243312120527,1,1,-1.0586216560602635,1
0.18149840959652408,-0.05324079863907779,1,1,-0.026620399319538895,1
0.23674487110439602,-1.4802126611248094,1,1,-0.7401063305624047,1
0.24938757583221183,1.616281753563726,1,1,0.808140876781863,1
0.5712326517427727,0.1767876377631527,0,0,0.3535752755263054,0
0.4162624257031923,-0.9051750567435755,1,0,-0.45258752837178773,1
0.04925411992759399,-0.6986324146624537,1,1,-0.34931620733122687,1
0.3736141384595716,-1.8893975878739204,0,0,-3.778795175747841,0
0.5237529487176372,-1.0994618867805037,1,0,-0.5497309433902519,0
0.10167190290371597,1.0163232025406992,0,1,2.0326464050813984,1
0.8334585537885597,2.2317861454923915,0,0,4.463572290984783,1
0.051961866465104256,0.7263965131989585,0,1,1.452793026397917,1
0.9248418690180621,-0.09204253862102917,1,0,-0.04602126931051458,0
0.0991131415798755,-0.4319593756539166,0,1,-0.8639187513078332,1
0.8435749515977528,-0.9564958135763623,1,0,-0.47824790678818113,0
0.9026531439276171,2.0597658993397405,1,0,1.0298829496698703,0
0.9795706805865927,-0.1887487018643749,0,0,-0.3774974037287498,0
0.8020258802735936,2.1156298300625043,0,0,4.2312596601250085,1
0.7794775407713289,1.393519509610061,1,0,0.6967597548050305,0
0.6424832759955477,-1.7407964313462736,0,0,-3.481592862692547,0
0.778996354578129,-0.6659523957592918,1,0,-0.3329761978796459,0
0.13455220841314708,-0.6690451241738223,0,1,-1.3380902483476447,1
0.5360680359476373,-0.07984636410573946,0,0,-0.15969272821147892,0
0.5142228701904145,-0.060314253113753484,1,0,-0.030157126556876742,0
0.8575721441225576,2.996239095398143,0,0,5.992478190796286,1
0.46279936559351587,-1.0772278744747588,0,0,-2.1544557489495175,0
0.3850894961003535,0.22896993566438997,0,1,0.45793987132877995,1
0.6395632712371101,0.6165077424678032,0,0,1.2330154849356063,1
0.26646331750084606,-0.0015720044691961827,1,1,-0.0007860022345980913,1
0.13976841095395687,0.11018057778135802,1,1,0.05509028889067901,1
0.4778772740237458,-1.0448088943065872,0,0,-2.0896177886131744,0
0.416889368594885,0.10648619460268177,1,1,0.053243097301340886,1
0.2325699405288737,0.5113989961743719,1,1,0.25569949808718595,1
0.367511810115128,0.3276005842711286,0,1,0.6552011685422572,1
0.3663924498262474,0.5702009039120914,0,1,1.1404018078241829,1
0.32749556441254546,1.412607900636232,1,1,0.706303950318116,1
0.37946407972692897,0.9369665419143417,1,1,0.46848327095717085,1
0.6857433454559454,0.07129461349743696,1,0,0.03564730674871848,0
0.2968764745712853,-1.171758351883278,1,1,-0.585879175941639,1
0.9488579267153404,-0.6000052747111194,0,0,-1.2000105494222388,0
0.9163480195381779,-0.21963115191741533,1,0,-0.10981557595870767,0
0.4809104283000786,0.25234583134144734,1,1,0.12617291567072367,1
0.3283612050046888,-0.4783327614993951,1,1,-0.23916638074969754,1
0.5354347898300031,-0.9357331991843516,0,0,-1.8714663983687032,0
0.8485604887736246,-1.188198689120337,0,0,-2.376397378240674,0
0.652587340560102,-1.651177759055531,0,0,-3.302355518111062,0
0.8043918279470774,-0.23495070377456886,1,0,-0.11747535188728443,0
0.5327222760657402,-1.469665442070305,0,0,-2.93933088414061,0
0.6329176292676207,-1.0005256841573922,0,0,-2.0010513683147844,0
0.2881556141824617,-0.3939018728443025,0,1,-0.787803745688605,1
0.7348931623102908,-1.3359173093914338,0,0,-2.6718346187828677,0
0.20240459312571835,0.37975218849869696,1,1,0.18987609424934848,1
0.6947981288184982,0.7402230636056872,1,0,0.3701115318028436,0
0.8607190683258941,-0.5494270197753985,1,0,-0.27471350988769927,0
0.13210283730154393,-0.43702730761000175,0,1,-0.8740546152200035,1
0.6143797405419198,0.5374297701390774,1,0,0.2687148850695387,0
0.0950957482299346,-0.713995097234679,0,1,-1.427990194469358,1
0.7257156282714269,-0.7827339115972951,0,0,-1.5654678231945902,0
0.08449321882352023,1.1964984781862904,0,1,2.392996956372581,1
0.935939822700626,0.8841877387127871,0,0,1.7683754774255742,0
0.13740793003780216,0.6015500023439195,0,1,1.203100004687839,1
0.9588802459090804,0.9256446213940929,1,0,0.46282231069704644,0
0.8008841760850967,-1.977278725367363,1,0,-0.9886393626836815,0
0.5936820044663541,1.3538355467931074,1,1,0.6769177733965537,0
0.7826241046295469,0.3920621165837422,0,0,0.7841242331674844,0
0.7951148389830859,1.010781384005735,0,0,2.02156276801147,0
0.9460270628173303,0.3871617791163626,0,0,0.7743235582327253,0
0.2533833538391872,0.048924824680156194,1,1,0.024462412340078097,1
0.5900758953583092,-0.2753092123620546,1,0,-0.1376546061810273,0
0.09504919756440122,0.36714437688620544,1,1,0.18357218844310272,1
0.6161657000241213,-0.3117479089045521,0,0,-0.6234958178091042,0
0.1712913040927888,0.8678761000651124,1,1,0.4339380500325562,1
0.5649506114724419,-1.5864566445522004,0,0,-3.1729132891044007,0
0.5724305140338497,-0.5415758617942777,1,0,-0.2707879308971389,0
0.46598515298122734,2.0448232484766464,1,1,1.0224116242383232,1
0.5226317755131228,-0.6260804635723924,1,0,-0.3130402317861962,0
0.7639233900065879,-0.23868372306347801,1,0,-0.11934186153173901,0
0.7992447165120666,-0.8825809333500763,0,0,-1.7651618667001525,0
0.4921532155754291,0.3358456728858239,1,1,0.16792283644291195,1
0.5995934415226123,-0.7362648901421949,1,0,-0.36813244507109744,0
0.9312362356901018,-0.1856109348070501,0,0,-0.3712218696141002,0
0.11973358850112281,0.8488665360350706,0,1,1.6977330720701411,1
0.1171035659001105,-0.6987634188148159,0,1,-1.3975268376296317,1
0.08770901191076841,0.7886111192652209,0,1,1.5772222385304417,1
0.6578632850405278,0.8222293155603565,0,0,1.644458631120713,1
0.4186083007903795,1.0549560947192937,1,1,0.5274780473596469,1
0.7743214161418432,0.14054099491804029,0,0,0.28108198983608057,0
0.6712314133085926,3.2412590769767857,0,1,6.4825181539535714,1
0.33363775832823817,1.054533696542082,1,1,0.527266848271041,1
0.8983665473615358,0.32487762440682655,1,0,0.16243881220341327,0
0.7625321470706523,-0.8759244140817352,1,0,-0.4379622070408676,0
0.2705349409101757,-0.09705912587414098,0,1,-0.19411825174828196,1
0.364192017772054,1.426326976900034,1,1,0.713163488450017,1
0.3144399802042629,1.7095346156262687,1,1,0.8547673078131344,1
0.15761164862499966,1.4783291004402292,0,1,2.9566582008804585,1
0.14778337254219165,0.7851923067296196,0,1,1.5703846134592392,1
0.936127463375744,-1.255660206295572,1,0,-0.627830103147786,0
0.43790403719875326,0.4871618178256701,1,1,0.24358090891283504,1
0.38331982277740984,-1.2414023780529977,1,0,-0.6207011890264988,1
0.7296857086773779,-1.4874711933807585,1,0,-0.7437355966903793,0
0.5529930652528999,0.23915868457723857,1,0,0.11957934228861929,0
0.9361399868384622,0.5231994472697504,1,0,0.2615997236348752,0
0.7803014939093922,0.9033770984808047,0,0,1.8067541969616094,0
0.47936956412454035,0.49713624038609394,0,1,0.9942724807721879,1
0.3763594734808262,0.5315859857427483,0,1,1.0631719714854966,1
0.986631544924322,-0.9846525849923764,1,0,-0.4923262924961882,0
0.7177602360036435,-0.10497668468466637,1,0,-0.05248834234233318,0
0.9511946600038411,-1.5071167856344878,1,0,-0.7535583928172439,0
0.11847857721704136,-2.0033691294001956,0,1,-4.006738258800391,1
0.8505336791907826,0.7406427098430741,1,0,0.37032135492153706,0
0.6370738839912076,-0.7531243937909587,0,0,-1.5062487875819175,0
0.12192167833511258,0.8724985021430535,0,1,1.744997004286107,1
0.5882579999692207,1.1083475778800387,1,1,0.5541737889400193,0
0.6860963651054488,-0.6193173246231977,1,0,-0.30965866231159883,0
0.012302685888602838,0.5903110945552991,1,1,0.29515554727764953,1
0.45431796184174655,-0.6611567286136416,0,0,-1.3223134572272832,0
0.8253995111963212,-1.845878874626824,0,0,-3.691757749253648,0
0.29535902534408986,0.1233094044424584,0,1,0.2466188088849168,1
0.4585480817985511,-0.4708738797157607,0,0,-0.9417477594315214,0
0.4423141270678932,-0.44008901058713173,1,1,-0.22004450529356587,1
0.3019273914424916,1.9753431178455254,1,1,0.9876715589227627,1
0.9184418955155542,-1.5258569827326718,1,0,-0.7629284913663359,0
0.7812940354315159,0.38287113537147105,0,0,0.7657422707429421,0
0.1105884109961105,-0.9948072371447515,1,1,-0.49740361857237575,1
0.9970346578375731,0.9082614092673243,0,0,1.8165228185346487,0
0.8792000243077452,0.2984312361750658,1,0,0.1492156180875329,0
0.28390843786403896,0.3793443491806136,0,1,0.7586886983612272,1
0.8368965796609382,-0.9448896176022599,0,0,-1.8897792352045197,0
0.10641953187138287,-0.7655879132883234,1,1,-0.3827939566441617,1
0.9991047304742386,0.9272505073458861,1,0,0.46362525367294305,0
0.6656847361065369,1.7707977217275628,0,1,3.5415954434551256,1
0.650125015558797,0.48030781722418714,0,0,0.9606156344483743,0
0.09044072698413275,-0.8974207207714328,1,1,-0.4487103603857164,1
0.8970333988966253,0.33893852246206824,0,0,0.6778770449241365,0
